file_name,normalized_transcription
lesmis_0232,"Qu'on vienne à notre secours ou qu'on n'y vienne pas, qu'importe! Faisons-nous tuer ici jusqu'au dernier."
lesmis_0233,"Comme on voit, les deux barricades, quoique matériellement isolées, communiquaient."
lesmis_0234,"Livre premier--La guerre entre quatre murs Chapitre IV Cinq de moins,"
lesmis_0235,un de plus
lesmis_0236,"Après que l'homme quelconque, qui décrétait «la protestation des cadavres», eut parlé et donné la formule de l'âme commune, de toutes les bouches sortit un cri étrangement satisfait et terrible, funèbre par le sens et triomphal par l'accent:"
lesmis_0237,--Vive la mort! Restons ici tous. --Pourquoi tous? dit Enjolras. --Tous! tous! Enjolras reprit:
lesmis_0238,"--La position est bonne, la barricade est belle. Trente hommes suffisent. Pourquoi en sacrifier quarante? Ils répliquèrent:"
lesmis_0239,"--Parce que pas un ne voudra s'en aller. --Citoyens, criait Enjolras, et il y avait dans sa voix une vibration presque irritée,"
lesmis_0240,la République n'est pas assez riche en hommes pour faire des dépenses inutiles. La gloriole est un gaspillage.
lesmis_0241,"Si, pour quelques-uns, le devoir est de s'en aller, ce devoir-là doit être fait comme un autre."
lesmis_0242,"Enjolras, l'homme principe, avait sur ses coreligionnaires cette sorte de toute-puissance qui se dégage de l'absolu."
lesmis_0243,"Cependant, quelle que fût cette omnipotence, on murmura. Chef jusque dans le bout des ongles, Enjolras, voyant qu'on murmurait,"
lesmis_0244,insista. Il reprit avec hauteur: --Que ceux qui craignent de n'être plus que trente le disent. Les murmures redoublèrent.
lesmis_0245,"--D'ailleurs, observa une voix dans un groupe, s'en aller, c'est facile à dire. La barricade est cernée. --Pas du côté des halles, dit"
lesmis_0246,"La rue Mondétour est libre, et par la rue des Prêcheurs on peut gagner le marché des Innocents. --Et là, reprit une autre voix du groupe, on sera pris."
lesmis_0247,"On tombera dans quelque grand'garde de la ligne ou de la banlieue. Ils verront passer un homme en blouse et en casquette. D'où viens-tu, toi?"
lesmis_0248,"serais-tu pas de la barricade? Et on vous regarde les mains. Tu sens la poudre. Fusillé. Enjolras, sans répondre,"
lesmis_0249,"toucha l'épaule de Combeferre, et tous deux entrèrent dans la salle basse. Ils ressortirent un moment après."
lesmis_0250,Enjolras tenait dans ses deux mains étendues les quatre uniformes qu'il avait fait réserver.
lesmis_0251,"Combeferre le suivait portant les buffleteries et les shakos. --Avec cet uniforme, dit Enjolras, on se mêle aux rangs et l'on s'échappe."
lesmis_0252,Voici toujours pour quatre. Et il jeta sur le sol dépavé les quatre uniformes.
lesmis_0253,"Aucun ébranlement ne se faisait dans le stoïque auditoire. Combeferre prit la parole. --Allons, dit-il,"
lesmis_0254,il faut avoir un peu de pitié. Savez-vous de quoi il est question ici? Il est question des femmes. Voyons.
lesmis_0255,"Y a-t-il des femmes, oui ou non? y a-t-il des enfants, oui ou non?"
lesmis_0256,"y a-t-il, oui ou non, des mères, qui poussent des berceaux du pied et qui ont des tas de petits autour d'elles?"
lesmis_0257,"Que celui de vous qui n'a jamais vu le sein d'une nourrice lève la main. Ah! vous voulez vous faire tuer, je le veux aussi, moi qui vous parle,"
lesmis_0258,"mais je ne veux pas sentir des fantômes de femmes qui se tordent les bras autour de moi. Mourez, soit, mais ne faites pas mourir."
lesmis_0259,"Des suicides comme celui qui va s'accomplir ici sont sublimes, mais le suicide est étroit, et ne veut pas d'extension; et dès qu'il touche à vos proches,"
lesmis_0260,"le suicide s'appelle meurtre. Songez aux petites têtes blondes, et songez aux cheveux blancs."
lesmis_0261,"Écoutez, tout à l'heure, Enjolras, il vient de me le dire, a vu au coin de la rue du Cygne une croisée éclairée,"
lesmis_0262,"une chandelle à une pauvre fenêtre, au cinquième, et sur la vitre l'ombre toute branlante d'une tête de vieille femme qui avait l'air d'avoir passé la nuit et d'attendre."
lesmis_0263,"C'est peut-être la mère de l'un de vous. Eh bien, qu'il s'en aille, celui-là, et qu'il se dépêche d'aller dire à sa mère: Mère, me voilà!"
lesmis_0264,"Qu'il soit tranquille, on fera la besogne ici tout de même. Quand on soutient ses proches de son travail, on n'a plus le droit de se sacrifier."
lesmis_0265,"C'est déserter la famille, cela. Et ceux qui ont des filles, et ceux qui ont des soeurs! Y pensez-vous?"
lesmis_0266,"Vous vous faites tuer, vous voilà morts, c'est bon, et demain? Des jeunes filles qui n'ont pas de pain, cela est terrible. L'homme mendie, la femme vend."
lesmis_0267,"Ah! ces charmants êtres si gracieux et si doux qui ont des bonnets de fleurs, qui chantent, qui jasent, qui emplissent la maison de chasteté, qui sont comme un parfum vivant,"
lesmis_0268,"qui prouvent l'existence des anges dans le ciel par la pureté des vierges sur la terre, cette Jeanne, cette Lise, cette Mimi,"
lesmis_0269,"ces adorables et honnêtes créatures qui sont votre bénédiction et votre orgueil, ah mon Dieu, elles vont avoir faim!"
lesmis_0270,Que voulez-vous que je vous dise?
lesmis_0271,"Il y a un marché de chair humaine, et ce n'est pas avec vos mains d'ombres, frémissantes autour d'elles, que vous les empêcherez d'y entrer!"
lesmis_0272,"Songez à la rue, songez au pavé couvert de passants, songez aux boutiques devant lesquelles des femmes vont et viennent décolletées et dans la boue. Ces femmes-là"
lesmis_0273,"aussi ont été pures. Songez à vos soeurs, ceux qui en ont. La misère, la prostitution,"
lesmis_0274,"les sergents de ville, Saint-Lazare,"
lesmis_0275,"voilà où vont tomber ces délicates belles filles, ces fragiles merveilles de pudeur, de gentillesse et de beauté, plus fraîches que les lilas du mois de mai."
lesmis_0276,"Ah! vous vous êtes fait tuer! ah! vous n'êtes plus là! C'est bien; vous avez voulu soustraire le peuple à la royauté, vous donnez vos filles à la police."
lesmis_0277,"Amis, prenez garde, ayez de la compassion. Les femmes, les malheureuses femmes, on n'a pas l'habitude d'y songer beaucoup."
lesmis_0278,"On se fie sur ce que les femmes n'ont pas reçu l'éducation des hommes, on les empêche de lire, on les empêche de penser, on les empêche de s'occuper de politique;"
lesmis_0279,les empêcherez-vous d'aller ce soir à la morgue et de reconnaître vos cadavres?
lesmis_0280,"Voyons, il faut que ceux qui ont des familles soient bons enfants et nous donnent une poignée de main et s'en aillent, et nous laissent faire ici l'affaire tout seuls."
lesmis_0281,"Je sais bien qu'il faut du courage pour s'en aller, c'est difficile; mais plus c'est difficile, plus c'est méritoire."
lesmis_0282,"On dit: J'ai un fusil, je suis à la barricade, tant pis, j'y reste. Tant pis, c'est bientôt dit. Mes amis, il y a un lendemain,"
lesmis_0283,"vous n'y serez pas à ce lendemain, mais vos familles y seront. Et que de souffrances!"
lesmis_0284,"Tenez, un joli enfant bien portant qui a des joues comme une pomme, qui babille, qui jacasse, qui jabote, qui rit, qu'on sent frais sous le baiser,"
lesmis_0285,"savez-vous ce que cela devient quand c'est abandonné? J'en ai vu un, tout petit, haut comme cela. Son père était mort. De pauvres gens l'avaient recueilli par charité,"
lesmis_0286,mais ils n'avaient pas de pain pour eux-mêmes. L'enfant avait toujours faim. C'était l'hiver. Il ne pleurait pas.
lesmis_0287,"On le voyait aller près du poêle où il n'y avait jamais de feu et dont le tuyau, vous savez, était mastiqué avec de la terre jaune."
lesmis_0288,"L'enfant détachait avec ses petits doigts un peu de cette terre et la mangeait. Il avait la respiration rauque, la face livide, les jambes molles,"
lesmis_0289,"le ventre gros. Il ne disait rien. On lui parlait, il ne répondait pas. Il est mort. On l'a apporté mourir à l'hospice Necker,"
lesmis_0290,où je l'ai vu. J'étais interne à cet hospice-là.
lesmis_0291,"Maintenant, s'il y a des pères parmi vous, des pères qui ont pour bonheur de se promener le dimanche en tenant dans leur bonne main robuste la petite main de leur enfant, que chacun de ces pères se figure que cet enfant-là est le sien."
lesmis_0292,"Ce pauvre môme, je me le rappelle, il me semble que je le vois, quand il a été nu sur la table d'anatomie,"
lesmis_0293,ses côtes faisaient saillie sous sa peau comme les fosses sous l'herbe d'un cimetière. On lui a trouvé une espèce de boue dans l'estomac.
lesmis_0294,"Il avait de la cendre dans les dents. Allons, tâtons-nous en conscience et prenons conseil de notre coeur."
lesmis_0295,"Les statistiques constatent que la mortalité des enfants abandonnés est de cinquante-cinq pour cent. Je le répète,"
lesmis_0296,"il s'agit des femmes, il s'agit des mères, il s'agit des jeunes filles, il s'agit des mioches. Est-ce qu'on vous parle de vous?"
lesmis_0297,"On sait bien ce que vous êtes; on sait bien que vous êtes tous des braves, parbleu!"
lesmis_0298,on sait bien que vous avez tous dans l'âme la joie et la gloire de donner votre vie pour la grande cause;
lesmis_0299,"on sait bien que vous vous sentez élus pour mourir utilement et magnifiquement, et que chacun de vous tient à sa part du triomphe. À la bonne heure."
lesmis_0300,Mais vous n'êtes pas seuls en ce monde. Il y a d'autres êtres auxquels il faut penser. Il ne faut pas être égoïstes.
lesmis_0301,Tous baissèrent la tête d'un air sombre. Étranges contradictions du coeur humain à ses moments les plus sublimes!
lesmis_0302,"Combeferre, qui parlait ainsi, n'était pas orphelin. Il se souvenait des mères des autres, et il oubliait la sienne."
lesmis_0303,Il allait se faire tuer. Il était «égoïste».
lesmis_0304,"Marius, à jeun, fiévreux, successivement sorti de toutes les espérances, échoué dans la douleur, le plus sombre des naufrages, saturé d'émotions violentes,"
lesmis_0305,"et sentant la fin venir, s'était de plus en plus enfoncé dans cette stupeur visionnaire qui précède toujours l'heure fatale volontairement acceptée."
lesmis_0306,"Un physiologiste eût pu étudier sur lui les symptômes croissants de cette absorption fébrile connue et classée par la science, et qui est à la souffrance ce que la volupté est au plaisir."
lesmis_0307,Le désespoir aussi a son extase. Marius en était là. Il assistait à tout comme du dehors;
lesmis_0308,"ainsi que nous l'avons dit, les choses qui se passaient devant lui, lui semblaient lointaines; il distinguait l'ensemble, mais n'apercevait point les détails."
lesmis_0309,Il voyait les allants et venants à travers un flamboiement. Il entendait les voix parler comme au fond d'un abîme. Cependant ceci l'émut.
lesmis_0310,"Il y avait dans cette scène une pointe qui perça jusqu'à lui, et qui le réveilla. Il n'avait plus qu'une idée, mourir, et il ne voulait pas s'en distraire;"
lesmis_0311,"mais il songea, dans son somnambulisme funèbre, qu'en se perdant, il n'est pas défendu de sauver quelqu'un."
lesmis_0312,"Il éleva la voix: --Enjolras et Combeferre ont raison, dit-il; pas de sacrifice inutile."
lesmis_0313,"Je me joins à eux, et il faut se hâter. Combeferre vous a dit les choses décisives."
lesmis_0314,"Il y en a parmi vous qui ont des familles, des mères, des soeurs, des femmes, des enfants. Que ceux-là sortent des rangs. Personne ne bougea."
lesmis_0315,--Les hommes mariés et les soutiens de famille hors des rangs! répéta Marius. Son autorité était grande.
lesmis_0316,"Enjolras était bien le chef de la barricade, mais Marius en était le sauveur. --Je l'ordonne! cria Enjolras. --Je vous en prie, dit Marius."
lesmis_0317,"Alors, remués par la parole de Combeferre, ébranlés par l'ordre d'Enjolras, émus par la prière de Marius,"
lesmis_0318,"ces hommes héroïques commencèrent à se dénoncer les uns les autres.--C'est vrai, disait un jeune à un homme fait. Tu es père de famille."
lesmis_0319,"--C'est plutôt toi, répondait l'homme, tu as tes deux soeurs que tu nourris.--Et une lutte inouïe éclatait."
lesmis_0320,"C'était à qui ne se laisserait pas mettre à la porte du tombeau. --Dépêchons, dit Courfeyrac, dans un quart d'heure il ne serait plus temps."
lesmis_0321,"--Citoyens, poursuivit Enjolras, c'est ici la République, et le suffrage universel règne. Désignez vous-mêmes ceux qui doivent s'en aller."
lesmis_0322,"On obéit. Au bout de quelques minutes, cinq étaient unanimement désignés, et sortaient des rangs. --Ils sont cinq! s'écria Marius."
lesmis_0323,"Il n'y avait que quatre uniformes. --Eh bien, reprirent les cinq, il faut qu'un reste. Et ce fut à qui resterait,"
lesmis_0324,"et à qui trouverait aux autres des raisons de ne pas rester. La généreuse querelle recommença. --Toi, tu as une femme qui t'aime.--Toi, tu as ta vieille"
lesmis_0325,"--Toi, tu n'as plus ni père ni mère, qu'est-ce que tes trois petits frères vont devenir?--Toi, tu es père de cinq"
lesmis_0326,"--Toi, tu as le droit de vivre, tu as dix-sept ans, c'est trop tôt."
lesmis_0327,Ces grandes barricades révolutionnaires étaient des rendez-vous d'héroïsmes. L'invraisemblable y était simple. Ces hommes ne s'étonnaient pas les uns les autres.
